"NR_all_97662.1","9LUV|1|D","9LUV|1|D,9LUV|1|C"
"NR_all_26205.2","8D2L|1|B+8D2L|1|T+8D2L|1|D+8D2L|1|X","8D2L|1|B+8D2L|1|T+8D2L|1|D+8D2L|1|X,8D2K|1|B+8D2K|1|T+8D2K|1|D+8D2K|1|X,8D2O|1|B+8D2O|1|X+8D2O|1|D+8D2O|1|T,8D2P|1|B+8D2P|1|T,8D2Q|1|B+8D2Q|1|X+8D2Q|1|D+8D2Q|1|T,8D2N|1|B+8D2N|1|X+8D2N|1|D,6WBR|1|B+6WBR|1|C+6WBR|1|D,6WC0|1|B+6WC0|1|C+6WC0|1|D,9AR5|1|B+9AR5|1|X+9AR5|1|D"
"NR_all_95017.1","2MTK|18|A","2MTK|18|A"
"NR_all_83698.1","7D1A|1|B","7D1A|1|B"
"NR_all_43426.1","2MVS|1|1+2MVS|1|2","2MVS|1|1+2MVS|1|2"
"NR_all_18787.1","2MXJ|1|A","2MXJ|1|A"
"NR_all_38099.3","3BNR|1|C+3BNR|1|D","3BNR|1|C+3BNR|1|D,3BNR|1|A+3BNR|1|B,3BNS|1|C+3BNS|1|D,3BNS|1|A+3BNS|1|B,3BNQ|1|C+3BNQ|1|D,3BNQ|1|A+3BNQ|1|B"
"NR_all_07795.3","7D7W|1|A","7D7W|1|A,7D7Z|1|A,7D7X|1|A,7D7Y|1|A"
"NR_all_41092.1","2MXL|1|A","2MXL|1|A"
"NR_all_69769.1","6WDR|1|2","6WDR|1|2"
"NR_all_35618.1","2MZ1|1|B","2MZ1|1|B"
"NR_all_68382.2","6WLK|1|A","6WLK|1|A,6WLJ|16|A"
"NR_all_89299.3","7D81|1|A","7D81|1|A,7D82|1|A"
"NR_all_21191.1","3BNT|1|A","3BNT|1|A"
"NR_all_16885.2","6WLM|1|A","6WLM|1|A,6WLL|20|A"
"NR_all_96851.1","7D8C|1|B","7D8C|1|B"
"NR_all_26375.1","2N2O|1|A","2N2O|1|A"
"NR_all_91028.1","6WLN|24|A","6WLN|24|A"
"NR_all_99575.4","7D8O|1|B","7D8O|1|B,7D8O|1|F,7D8O|1|L,7D8O|1|D,7D8O|1|H,7D8O|1|J"
"NR_all_12586.1","2N3O|1|B","2N3O|1|B"
"NR_all_29335.2","6WLQ|1|A","6WLQ|1|A,6WLR|10|A"
"NR_all_21367.1","2N3R|12|A","2N3R|12|A"
"NR_all_69141.7","7YGA|1|N+7YGA|1|A+7YGA|1|B","7YGA|1|N+7YGA|1|A+7YGA|1|B,7XD6|1|N+7XD6|1|A,7XD5|1|N,9CBX|1|N,9CBU|1|N,9CBY|1|N,9CBW|1|N,8I7N|1|N,7XD7|1|N,7YGC|1|N+7YGC|1|B,7YG9|1|N,7YGB|1|N+7YGB|1|B,7R6L|1|A+7R6L|1|B,7YG8|1|N,7XSN|1|N,8HD7|1|N,7YCI|1|N+7YCI|1|B,7YCH|1|N+7YCH|1|B,7EZ0|1|N,7EZ2|1|N+7EZ2|1|A,7YCG|1|N+7YCG|1|B,8HD6|1|N,7YGD|1|N,7XD3|1|N,7XD4|1|N,7R6M|1|A,7R6N|1|A,7UVT|1|A,7XSK|1|N,7XSL|1|N,7YC8|1|N,9ZBQ|1|A,7XSM|1|N,6WLS|8|A"
"NR_all_43181.3","7DA7|1|C","7DA7|1|C,7DAS|1|C"
"NR_all_76670.1","3BSB|1|C","3BSB|1|C"
"NR_all_22385.1","7DCO|1|H+7DCO|1|F","7DCO|1|H+7DCO|1|F"
"NR_all_40402.1","7DD4|1|A","7DD4|1|A"
"NR_all_31876.1","7DFH|1|T+7DFH|1|P","7DFH|1|T+7DFH|1|P"
"NR_all_82659.1","2N6S|1|A","2N6S|1|A"
"NR_all_56532.3","7DLZ|1|Y","7DLZ|1|Y,7DWH|1|Y,7DLZ|1|X,7DWH|1|X"
"NR_all_65491.1","2N6W|7|A","2N6W|7|A"
"NR_all_17677.1","2N7C|1|B","2N7C|1|B"
"NR_all_90447.1","7DMQ|1|B+7DMQ|1|C","7DMQ|1|B+7DMQ|1|C"
"NR_all_34937.1","2N7X|10|A","2N7X|10|A"
"NR_all_21052.1","7DOK|1|T+7DOK|1|P","7DOK|1|T+7DOK|1|P"
"NR_all_82371.1","2N8L|1|B","2N8L|1|B"
"NR_all_24522.1","7DTE|1|F+7DTE|1|G","7DTE|1|F+7DTE|1|G"
"NR_all_64869.1","2N8V|7|X","2N8V|7|X"
"NR_all_42435.1","7DVQ|1|F+7DVQ|1|H+7DVQ|1|G","7DVQ|1|F+7DVQ|1|H+7DVQ|1|G"
"NR_all_30879.1","2NBY|1|A","2NBY|1|A"
"NR_all_99760.2","7EAG|1|C+7EAG|1|D","7EAG|1|C+7EAG|1|D,7EAG|1|E+7EAG|1|F,7EAG|1|A+7EAG|1|B"
"NR_all_14960.1","2NC0|1|A","2NC0|1|A"
"NR_all_37659.1","2NCI|1|A","2NCI|1|A"
"NR_all_38945.1","2NOQ|1|A","2NOQ|1|A"
"NR_all_24514.2","6WLT|1|A","6WLT|1|A,6WLU|15|A"
"NR_all_37355.1","6WOO|1|3","6WOO|1|3"
"NR_all_10616.1","2NPY|1|A+2NPY|1|B","2NPY|1|A+2NPY|1|B"
"NR_all_46617.1","6WYB|1|B+6WYB|1|C","6WYB|1|B+6WYB|1|C"
"NR_all_05805.3","7ECP|1|C+7ECP|1|D","7ECP|1|C+7ECP|1|D,7ECP|1|A+7ECP|1|B"
"NR_all_89699.1","7ED5|1|J+7ED5|1|I","7ED5|1|J+7ED5|1|I"
"NR_all_23880.1","6X7F|1|7+6X7F|1|5+6X7F|1|6","6X7F|1|7+6X7F|1|5+6X7F|1|6"
"NR_all_17196.6","8GWE|1|J+8GWE|1|I","8GWE|1|J+8GWE|1|I,8GWF|1|J+8GWF|1|I,8GWO|1|J+8GWO|1|I,8GWB|1|J+8GWB|1|I,7EGQ|1|J+7EGQ|1|I,8GWI|1|J+8GWI|1|I,8GWN|1|J+8GWN|1|I,7EGQ|1|M+7EGQ|1|L,8GWG|1|J+8GWG|1|I"
"NR_all_40499.1","6X9Q|1|7+6X9Q|1|5+6X9Q|1|6","6X9Q|1|7+6X9Q|1|5+6X9Q|1|6"
"NR_all_83990.1","6XAS|1|R+6XAS|1|N+6XAS|1|T","6XAS|1|R+6XAS|1|N+6XAS|1|T"
"NR_all_77646.1","6XBU|1|E+6XBU|1|F","6XBU|1|E+6XBU|1|F"
"NR_all_64412.2","6XGF|1|7+6XGF|1|5+6XGF|1|6","6XGF|1|7+6XGF|1|5+6XGF|1|6,6XDR|1|7+6XDR|1|5+6XDR|1|6"
"NR_all_51758.5","7RDY|1|T+7RDY|1|P","7RDY|1|T+7RDY|1|P,7KRN|1|T+7KRN|1|P,7KRO|1|T+7KRO|1|P,7RDX|1|T+7RDX|1|P,7RE0|1|T+7RE0|1|P,7RDZ|1|T+7RDZ|1|P,7RE1|1|T+7RE1|1|P,7RE3|1|T+7RE3|1|P,6XEZ|1|T+6XEZ|1|P,7RE2|1|T+7RE2|1|P,7RE3|1|U+7RE3|1|Q,7KRP|1|T+7KRP|1|P"
"NR_all_80987.1","2NUE|1|C","2NUE|1|C"
"NR_all_27661.3","3BX2|1|D","3BX2|1|D,3BX2|1|C"
"NR_all_68426.1","7ELA|1|C","7ELA|1|C"
"NR_all_95803.3","3BX3|1|C","3BX3|1|C,3BX3|1|D"
"NR_all_51817.1","6XII|1|7+6XII|1|5+6XII|1|6","6XII|1|7+6XII|1|5+6XII|1|6"
"NR_all_43401.1","7ELE|1|G","7ELE|1|G"
"NR_all_22223.3","3CGP|1|B+3CGP|1|A","3CGP|1|B+3CGP|1|A,3CGQ|1|B+3CGQ|1|A"
"NR_all_49161.3","6XJQ|1|A","6XJQ|1|A,6XJW|1|A,6XJQ|1|B,6XJW|1|B,6XJY|1|A,6XJZ|1|B,6XJY|1|B,6XJZ|1|A"
"NR_all_66641.1","7ELH|1|N+7ELH|1|O","7ELH|1|N+7ELH|1|O"
"NR_all_17852.1","3CGR|1|B+3CGR|1|A","3CGR|1|B+3CGR|1|A"
"NR_all_17773.1","3CIY|1|C+3CIY|1|D","3CIY|1|C+3CIY|1|D"
"NR_all_74244.4","7ELQ|1|B","7ELQ|1|B,7ELQ|1|A,7ELR|1|A,7ELR|1|B,7ELS|1|A,7ELP|1|A,8Q6N|1|A,7ELP|1|B,7ELS|1|B"
"NR_all_98567.1","3CPW|1|4","3CPW|1|4"
"NR_all_94195.3","6XLW|1|B","6XLW|1|B,6XLV|1|B,6XLX|1|B"
"NR_all_04304.3","8JFT|1|B","8JFT|1|B,8JG9|1|B,7ENR|1|B,8JG9|1|E"
"NR_all_88832.1","6XN5|1|R","6XN5|1|R"
"NR_all_31984.1","6XQD|1|2v","6XQD|1|2v"
"NR_all_54098.5","7EOG|1|A","7EOG|1|A,7EOH|1|A,7EOP|1|A,7EOI|1|A,7EOJ|1|A,7EOK|1|A,7EON|1|A,7EOO|1|A,7EOL|1|A,7EOM|1|A"
"NR_all_65570.1","2O33|1|A","2O33|1|A"
"NR_all_82754.1","6XRQ|1|B","6XRQ|1|B"
"NR_all_70328.1","2O81|1|A+2O81|1|B","2O81|1|A+2O81|1|B"
"NR_all_88906.3","3CZ3|1|G+3CZ3|1|H","3CZ3|1|G+3CZ3|1|H,3CZ3|1|E+3CZ3|1|F"
"NR_all_35483.1","6XU7|1|v","6XU7|1|v"
"NR_all_10403.1","2OB7|1|A","2OB7|1|A"
"NR_all_98916.1","3CZW|1|X","3CZW|1|X"
"NR_all_43031.1","6XWW|1|A","6XWW|1|A"
"NR_all_75945.3","2OE8|1|B+2OE8|1|A","2OE8|1|B+2OE8|1|A,2OE6|1|B+2OE6|1|A"
"NR_all_22479.3","3D0U|1|A","3D0U|1|A,3D0X|1|A,4ERL|1|A,4ERJ|1|A"
"NR_all_95527.1","6XXB|1|A","6XXB|1|A"
"NR_all_92720.3","2OEU|1|A+2OEU|1|B","2OEU|1|A+2OEU|1|B,3ZP8|1|A+3ZP8|1|B,3ZD4|1|A+3ZD4|1|B,3ZD5|1|A+3ZD5|1|B"
"NR_all_73142.1","6XYW|1|2","6XYW|1|2"
"NR_all_67685.3","3D2S|1|E","3D2S|1|E,3D2S|1|G"
"NR_all_67400.6","6XZR|1|IN1","6XZR|1|IN1,6XZG|1|IN1,6XZQ|1|I,6XZP|1|IN1,6Y0C|1|IN1,6XZD|1|IN1"
"NR_all_60142.1","2OIU|1|P","2OIU|1|P"
"NR_all_35553.3","3D2S|1|F","3D2S|1|F,3D2S|1|H"
"NR_all_18515.1","2OJ7|1|A","2OJ7|1|A"
"NR_all_76733.1","3DD2|1|B","3DD2|1|B"
"NR_all_91262.2","2XEA|1|R","2XEA|1|R,2OM3|1|R"
"NR_all_05581.1","3DEG|1|F","3DEG|1|F"
"NR_all_11231.1","6Y0G|1|A4","6Y0G|1|A4"
"NR_all_83599.1","2OM7|1|A","2OM7|1|A"
"NR_all_50559.1","3DEG|1|J","3DEG|1|J"
"NR_all_67509.1","6Y57|1|A4","6Y57|1|A4"
"NR_all_22009.1","2OM7|1|D","2OM7|1|D"
"NR_all_87277.2","3DH3|1|F","3DH3|1|F,3DH3|1|G,3DH3|1|H,3DH3|1|E"
"NR_all_42833.1","2OM7|1|G","2OM7|1|G"
"NR_all_04153.1","2OM7|1|I","2OM7|1|I"
"NR_all_82016.1","3DHS|1|A","3DHS|1|A"
"NR_all_87345.1","2OOM|12|A+2OOM|12|B","2OOM|12|A+2OOM|12|B"
"NR_all_07476.1","2PCV|3|A","2PCV|3|A"
"NR_all_21012.2","8T5S|1|B+8T5S|1|C","8T5S|1|B+8T5S|1|C,7MQ9|1|N0,7QP6|1|7,6YBW|1|7,8SXU|1|C,6ZMW|1|7"
"NR_all_68957.1","2PJP|1|B","2PJP|1|B"
"NR_all_32733.1","2PO1|1|C","2PO1|1|C"
"NR_all_15463.1","6R5K|1|E","6R5K|1|E"
"NR_all_44181.1","3DKN|1|F","3DKN|1|F"
"NR_all_52597.3","6YDP|1|AA","6YDP|1|AA,6YDW|1|AA"
"NR_all_50188.3","6YDP|1|BA","6YDP|1|BA,6YDW|1|BA"
"NR_all_47162.3","3PDR|1|X","3PDR|1|X,3PDR|1|A,2QBZ|1|X"
"NR_all_30439.1","3EGZ|1|B","3EGZ|1|B"
"NR_all_90617.1","6YDW|1|AX","6YDW|1|AX"
"NR_all_16664.3","6YFT|1|RR","6YFT|1|RR,6YFT|1|RE,6YFT|1|TG,6YFT|1|ST,6YFT|1|RH,6YFT|1|TF,6YFT|1|RL,6YFT|1|SF,6YFT|1|TC,6YFT|1|RX,6YFT|1|TD,6YFT|1|RG,6YFT|1|SA,6YFT|1|RV,6YFT|1|RT,6YFT|1|SJ,6YFT|1|TB,6YFT|1|SR,6YFT|1|SQ,6YFT|1|SV,6YFT|1|RS,6YFT|1|TH,6YFT|1|RQ,6YFT|1|RM,6YFT|1|RY,6YFT|1|SG,6YFT|1|TE,6YFT|1|RP,6YFT|1|TA,6YFT|1|SL,6YFT|1|RW,6YFT|1|RC,6YFT|1|SU,6YFT|1|SZ,6YFT|1|SE,6YFT|1|RJ,6YFT|1|RF,6YFT|1|RZ,6YFT|1|RK,6YFT|1|RO,6YFT|1|RD,6YFT|1|RU,6YFT|1|SO,6YFT|1|SX,6YFT|1|SS,6YFT|1|RA,6YFT|1|SP,6YFT|1|SI,6YFT|1|SW,6YFT|1|SB,6YFT|1|RB,6YFT|1|SY,6YFT|1|SD,6YFT|1|RN,6YFT|1|RI,6YFT|1|SH,6YFT|1|SK,6YFT|1|SM,6YFT|1|SN,6YFT|1|SC"
"NR_all_09747.1","2QH2|1|A","2QH2|1|A"
"NR_all_30893.3","3EQ3|1|B","3EQ3|1|B,3EP2|1|B,3J0D|1|A,3EQ4|1|B"
"NR_all_93101.1","6R7G|1|R","6R7G|1|R"
"NR_all_28993.1","2QH4|1|A","2QH4|1|A"
"NR_all_24003.1","2QKB|1|C+2QKB|1|D","2QKB|1|C+2QKB|1|D"
"NR_all_74887.3","3EQ3|1|C","3EQ3|1|C,3EP2|1|C,3EQ4|1|C"
"NR_all_45040.3","3EPH|1|E","3EPH|1|E,3EPK|1|E,3EPH|1|F,3EPK|1|F,3EPJ|1|E,3EPJ|1|F,3EPL|1|F,3EPL|1|E"
"NR_all_40252.3","2QUS|1|A","2QUS|1|A,2QUS|1|B"
"NR_all_88345.3","2QUW|1|D+2QUW|1|C","2QUW|1|D+2QUW|1|C,2QUW|1|B+2QUW|1|A"
"NR_all_02020.1","7K54|1|4","7K54|1|4"
"NR_all_55755.2","7K98|1|C","7K98|1|C,7K98|1|F,9DSX|1|C,9DTF|1|C,9DRS|1|C,9DRT|1|C,7KA0|1|C,9DRV|1|C,7K9M|1|C,9DSX|1|F,9DTF|1|F,9DRT|1|F,9DRV|1|F,9DRS|1|F,7KAB|1|C,7KA0|1|F"
"NR_all_72196.3","7KKV|1|B","7KKV|1|B,7K9D|1|B,7K9E|1|B,7K9E|1|D"
"NR_all_30151.1","7KGA|1|B+7KGA|1|A","7KGA|1|B+7KGA|1|A"
"NR_all_60368.3","7KI3|1|C+7KI3|1|B","7KI3|1|C+7KI3|1|B,7KI3|1|F+7KI3|1|E"
"NR_all_05326.3","7KJT|1|A","7KJT|1|A,7KJU|1|A,8UP5|1|T,9D85|1|T"
"NR_all_55745.2","7KJV|1|D+7KJV|1|C","7KJV|1|D+7KJV|1|C,7KJW|1|D+7KJW|1|C"
"NR_all_37847.1","7KJX|1|C+7KJX|1|D","7KJX|1|C+7KJX|1|D"
"NR_all_30750.1","7KQM|1|B+7KQM|1|C","7KQM|1|B+7KQM|1|C"
"NR_all_20791.1","7KUC|1|A","7KUC|1|A"
"NR_all_69465.1","7KUN|1|A+7KUN|1|B","7KUN|1|A+7KUN|1|B"
"NR_all_42729.1","7KX7|1|B","7KX7|1|B"
"NR_all_05013.1","7L1F|1|T+7L1F|1|P","7L1F|1|T+7L1F|1|P"
"NR_all_72186.3","7OQE|1|2","7OQE|1|2,7OQB|1|2"
"NR_all_80027.1","7LHD|1|A","7LHD|1|A"
"NR_all_73770.1","7OQB|1|I","7OQB|1|I"
"NR_all_14254.3","7LJ3|1|B","7LJ3|1|B,7LJ3|1|A,7LJ3|1|C"
"NR_all_85596.4","7UY6|1|B","7UY6|1|B,7LMA|1|B,7UY5|1|B,8GAP|1|B,7LMB|1|B"
"NR_all_51524.1","7ORI|1|P+7ORI|1|T","7ORI|1|P+7ORI|1|T"
"NR_all_98623.1","7ORK|1|P","7ORK|1|P"
"NR_all_71414.2","7ORO|1|T+7ORO|1|P","7ORO|1|T+7ORO|1|P,7ORM|1|T+7ORM|1|P"
"NR_all_81372.1","7LVA|9|A","7LVA|9|A"
"NR_all_12661.3","7OS0|1|F","7OS0|1|F,7OS0|1|D"
"NR_all_00361.1","7LYG|1|A","7LYG|1|A"
"NR_all_22199.1","7OSA|1|mRNA","7OSA|1|mRNA"
"NR_all_50084.2","7QR0|1|A+7QR0|1|C+7QR0|1|D","7QR0|1|A+7QR0|1|C+7QR0|1|D,7QR1|1|A+7QR1|1|C+7QR1|1|D,7OX8|1|A+7OX8|1|C+7OX8|1|D"
"NR_all_93098.1","7LYT|1|B+7LYT|1|C+7LYT|1|D","7LYT|1|B+7LYT|1|C+7LYT|1|D"
"NR_all_04576.4","8EWB|1|EC","8EWB|1|EC,8EVQ|1|EC,8EVP|1|EC,8EUB|1|EC,8EWC|1|EC,8T3B|1|EC,8EVR|1|EC,8T3D|1|EC,8T3F|1|EC,8T3E|1|EC,8T3C|1|EC,5JUT|1|EC,5JUP|1|EC,5JUO|1|EC,3J6Y|1|IR,3J6X|1|IR,5JUS|1|EC,5JUU|1|EC"
"NR_all_99289.1","7OYC|1|51+7OYC|1|81","7OYC|1|51+7OYC|1|81"
"NR_all_45428.3","7OZQ|1|H","7OZQ|1|H,7OZQ|1|F,7OZQ|1|E,7OZQ|1|G"
"NR_all_95956.5","8PV7|1|C4","8PV7|1|C4,8PVL|1|C4,8PV1|1|C4,8PV8|1|C4,8PV2|1|C4,8PVK|1|C4,8PV4|1|C4,8PV6|1|C4,8PV3|1|C4,7OZS|1|3,8PV5|1|C4,8I9R|1|C4"
"NR_all_68933.3","9BUQ|1|AA+9BUQ|1|AC","9BUQ|1|AA+9BUQ|1|AC,9BUS|1|AA+9BUS|1|AC,9J9I|1|A+9J9I|1|C,9J9H|1|A+9J9H|1|C,9BUP|1|AA+9BUP|1|AC,9BUU|1|AA+9BUU|1|AC,9BUT|1|AA+9BUT|1|AC,8TPU|1|AA+8TPU|1|AC,5UMD|1|A+5UMD|1|C,3J79|1|A+3J79|1|C,3JBN|1|AA+3JBN|1|AC,3JBO|1|AA+3JBO|1|AC,3JBP|1|AA+3JBP|1|AC"
"NR_all_13077.3","7OZU|1|T+7OZU|1|P","7OZU|1|T+7OZU|1|P,7OZV|1|T+7OZV|1|P"
"NR_all_73563.3","8ID2|1|C","8ID2|1|C,8ID2|1|D,7P0V|1|B"
"NR_all_87112.1","7P48|1|5","7P48|1|5"
"NR_all_63941.2","9BUQ|1|S7","9BUQ|1|S7,9BUP|1|S7,9BUS|1|S7,8TPU|1|S7,6OKK|1|g,3J7A|1|7,3JBP|1|7"
"NR_all_67153.1","7P6Z|1|Y","7P6Z|1|Y"
"NR_all_53898.1","7PAL|1|Y","7PAL|1|Y"
"NR_all_74768.1","7PD3|1|B","7PD3|1|B"
"NR_all_06405.1","7PHB|1|Y","7PHB|1|Y"
"NR_all_20717.1","7PKT|1|0","7PKT|1|0"
"NR_all_64483.1","7M2V|1|QQ","7M2V|1|QQ"
"NR_all_04447.1","7PKT|1|7+7PKT|1|8+7PKT|1|3+7PKT|1|5+7PKT|1|4+7PKT|1|6+7PKT|1|2","7PKT|1|7+7PKT|1|8+7PKT|1|3+7PKT|1|5+7PKT|1|4+7PKT|1|6+7PKT|1|2"
"NR_all_48474.1","7M3T|1|S","7M3T|1|S"
"NR_all_21987.1","7M3T|1|TT","7M3T|1|TT"
"NR_all_17943.1","7PLI|1|G","7PLI|1|G"
"NR_all_90350.1","7M3T|1|V","7M3T|1|V"
"NR_all_77529.1","7M3T|1|X","7M3T|1|X"
"NR_all_16975.1","7M3T|1|a","7M3T|1|a"
"NR_all_04998.1","7M3T|1|e","7M3T|1|e"
"NR_all_11821.1","7M3T|1|i","7M3T|1|i"
"NR_all_26393.1","7M3T|1|ll","7M3T|1|ll"
"NR_all_42325.1","7PTK|1|B","7PTK|1|B,9ZC7|1|B"
"NR_all_52561.1","7M3T|1|n","7M3T|1|n"
"NR_all_31022.1","7PTL|1|B","7PTL|1|B"
"NR_all_82834.2","7M4Y|1|w","7M4Y|1|w,7UVZ|1|w"
"NR_all_70394.1","7PTS|1|A","7PTS|1|A"
"NR_all_73185.1","7M50|1|S","7M50|1|S"
"NR_all_74642.1","7PUA|1|CA","7PUA|1|CA"
"NR_all_65450.1","7M50|1|WW","7M50|1|WW"
"NR_all_60443.6","7PWO|1|2","7PWO|1|2,8FVY|1|2,7PWF|1|2,8G4I|1|2,8G4S|1|2,8BSI|1|St,8BRM|1|St,8BR8|1|St,8BTR|1|St,8BTD|1|St,8BSJ|1|St"
"NR_all_11069.1","7M50|1|bb","7M50|1|bb"
"NR_all_70301.1","7M50|1|h","7M50|1|h"
"NR_all_24045.1","7M50|1|ll","7M50|1|ll"
"NR_all_19540.1","7M50|1|qq","7M50|1|qq"
"NR_all_76789.3","3J0Q|1|W","3J0Q|1|W,3J0P|1|W,3J0Q|1|Y"
"NR_all_67601.1","7MJV|1|E","7MJV|1|E"
"NR_all_09979.1","3J16|1|J","3J16|1|J"
"NR_all_21264.4","3J16|1|L","3J16|1|L,4V6I|1|CB"
"NR_all_48181.2","7MKT|1|A","7MKT|1|A,8TNS|1|A"
"NR_all_67629.4","8FRU|1|3","8FRU|1|3,7PWO|1|3,7PWG|1|3,8BTR|1|LE,8BSI|1|LE,8BR8|1|LE,8BRM|1|LE,8BTD|1|LE,8BSJ|1|LE"
"NR_all_11905.1","3J2C|1|M","3J2C|1|M"
"NR_all_99878.1","7ML4|1|P","7ML4|1|P"
"NR_all_41610.25","9FY2|1|A","9FY2|1|A,9FY1|1|A,9FY3|1|A,7AQC|1|A,7AS8|1|A,8BUU|1|A,9P38|1|A,7AQD|1|A,6HA1|1|A,7SAE|1|A,9P4I|1|A,8QPP|1|X,7O5B|1|X,7QV1|1|V,7QV2|1|V,9BSS|1|A,8R55|1|X,7OPE|1|A,7S9U|1|A,7AS9|1|A,6HA8|1|A,9BSL|1|A,9BS0|1|A,3J9W|1|BA,6PPF|1|A,5NJT|1|U,6PVK|1|A,6HTQ|1|A,6PPK|1|A,7QV3|1|V,7QGU|1|A,7ASA|1|A,7QH4|1|A,3J3W|1|A,3J3V|1|A,6TNN|1|U,6TPQ|1|U,8S1P|1|A,8QCQ|1|A,8S1U|1|A"
"NR_all_01253.1","7MLW|1|F","7MLW|1|F"
"NR_all_30553.1","7MQA|1|L0","7MQA|1|L0"
"NR_all_79448.1","7PWO|1|w2","7PWO|1|w2"
"NR_all_97435.21","9FY1|1|B","9FY1|1|B,9FY2|1|B,9FY3|1|B,7AS8|1|B,8BUU|1|B,7AQC|1|B,6HA1|1|B,8QPP|1|Y,7AQD|1|B,7OPE|1|B,7O5B|1|Y,7QV1|1|B,8R55|1|Y,7QV2|1|B,7AS9|1|B,6HA8|1|B,3J9W|1|BB,5NJT|1|V,6HTQ|1|B,9P4I|1|B,9BS0|1|B,6PPK|1|B,7QGU|1|B,7QV3|1|B,6PPF|1|B,7QH4|1|B,9BSS|1|B,3J3V|1|B,6TPQ|1|V,6TNN|1|V,8S1P|1|B,8QCQ|1|B,8S1U|1|B"
"NR_all_60411.3","7MSF|1|R","7MSF|1|R,7MSF|1|S"
"NR_all_16515.4","7N06|1|G","7N06|1|G,7N06|1|H,7N06|1|I,8QRN|1|6,7N06|1|L,7N06|1|J,7N06|1|K,7N33|1|H,7N33|1|I,7N33|1|G,7N33|1|J,7N33|1|L,7N33|1|K"
"NR_all_74559.1","7N0C|1|T+7N0C|1|D","7N0C|1|T+7N0C|1|D"
"NR_all_18038.1","7N2V|1|Pt","7N2V|1|Pt"
"NR_all_95556.9","5J8B|1|y","5J8B|1|y,4V90|1|AV,4WT8|1|C3,5J8B|1|w,4WT8|1|D3,3J9Z|1|S7,4WT8|1|C2,4V68|1|AW,3BBV|1|z,4V8U|1|AV,4V8U|1|CV,5AA0|1|BC,5AA0|1|BE,5AA0|1|BD"
"NR_all_52305.1","3J45|1|4","3J45|1|4"
"NR_all_05887.7","9R3A|1|Z","9R3A|1|Z,7YSE|1|E,9WNQ|1|X,7F36|1|F,7F36|1|G,7F36|1|E,7F36|1|H,8ZEJ|1|X,7YSE|1|F,9WNR|1|X,8ZFI|1|X,7ZQ6|1|M,6OM6|1|5,3J46|1|p,8QOA|1|Z"
"NR_all_38961.7","6SV4|1|nc","6SV4|1|nc,6SV4|1|nb,7ZUX|1|6,7OSM|1|ASIT,6I7O|1|nb,6ZVI|1|d,6UZ7|1|3,4V8Y|1|CW,4V8Z|1|CW"
"NR_all_16489.1","7Q48|1|A","7Q48|1|A"
"NR_all_95072.2","7Q4O|1|2+7Q4O|1|h","7Q4O|1|2+7Q4O|1|h,7Q4P|1|2"
"NR_all_78256.1","7Q6L|1|A","7Q6L|1|A"
"NR_all_00935.1","7NDJ|1|C","7NDJ|1|C"
"NR_all_89241.1","3J5S|1|B","3J5S|1|B"
"NR_all_40050.3","8R60|1|E","8R60|1|E,7NI0|1|E,7NHC|1|E,7NHX|1|E,7NHA|1|E,7NKA|1|E,7NKC|1|E,8R65|1|E,7NJ7|1|E,7NJ5|1|E,7NKI|1|E,7NKR|1|E,7NK2|1|E,7NK1|1|E,7NJ3|1|E,7NK8|1|E,7NK4|1|E,7NIL|1|E,7NIK|1|E,7NJ4|1|E,7NIR|1|E,7NK6|1|E,7NIS|1|E"
"NR_all_89821.1","3J5Y|1|D","3J5Y|1|D"
"NR_all_39468.3","7QCA|1|L50","7QCA|1|L50,8P5D|1|L50,8P60|1|L50,8P60|1|K50"
